Node_ID,Full_degree
524939,45
651,0
653,121
787086,44
654,30
524944,40
659,48
787094,9
524951,15
665,22
787098,29
262811,30
668,27
787100,15
670,29
671,12
262816,75
666,38
262817,273
524963,47
676,0
674,11
787110,16
673,53
787112,23
681,33
678,32
262822,143
686,19
690,41
693,128
524982,8
694,52
524984,51
262841,13
262842,33
699,111
524988,46
700,13
787132,55
704,53
1049280,21
706,177
524995,44
708,111
787140,44
707,16
711,85
709,33
714,62
715,56
716,163
717,103
721,25
723,25
724,57
262870,188
1311447,10
728,8
731,86
734,31
262879,46
736,36
741,53
744,54
745,53
746,147
747,29
749,8
262893,42
525038,31
752,61
1049325,9
750,23
756,57
525047,53
760,83
761,31
262906,140
759,41
765,63
768,73
771,55
262917,41
773,69
776,40
778,93
156,38
786,85
785,114
788,44
525082,9
525093,55
262949,42
807,25
806,81
262955,196
812,12
525101,50
815,39
816,30
1049395,4
820,47
819,82
262969,68
525114,82
832,175
525121,101
1573698,3
262977,16
840,44
842,16
843,25
848,172
849,37
525138,52
852,13
853,55
854,151
262998,52
525144,6
787288,29
858,0
859,130
861,69
862,137
864,31
787296,38
263010,104
263009,32
787303,8
873,49
263018,113
875,26
787309,40
878,146
880,32
525170,4
1049462,0
888,34
263032,48
890,77
891,39
787325,28
787326,14
895,123
897,12
898,21
899,16
900,113
525188,11
904,78
905,110
263049,95
908,30
909,47
525199,11
913,66
917,46
1311640,2
921,69
922,109
925,45
926,56
927,22
928,56
931,115
933,61
935,16
936,23
938,168
787371,11
940,15
1049517,20
942,59
787375,8
263091,36
947,129
952,43
958,53
964,44
787397,49
1049546,36
1049547,40
787404,10
787406,11
787407,46
974,315
787412,16
982,29
263129,18
986,16
988,37
263133,32
990,44
991,64
992,46
263139,33
1000,173
787434,12
1002,7
525292,26
525295,33
787440,14
263152,38
1012,136
787446,25
787447,19
1014,63
263158,87
1018,116
1019,70
1016,60
263165,16
1022,806
1025,90
1027,55
1028,49
1032,87
263176,31
1034,47
1033,59
1036,46
1041,72
1045,50
1046,40
1047,62
263191,25
1050,106
1051,43
1055,57
1058,75
263203,19
1061,22
263206,11
525350,17
1064,34
1062,31
1066,13
1070,49
1071,39
1072,58
1073,203
525361,18
1078,67
1079,20
787512,21
1082,40
525371,35
1084,31
1085,64
1087,83
1088,152
1089,42
1093,100
1094,73
1095,77
1096,125
1097,71
1098,51
525383,23
1100,26
1101,14
1102,69
1103,83
1049680,1
263249,96
1106,94
787536,4
1108,26
525397,9
1110,62
1111,38
263256,33
1311833,6
1114,23
525402,10
263260,241
1112,8
1116,9
1119,52
1117,25
1118,8
1120,13
263267,122
1121,44
1125,11
525414,9
1126,17
263272,0
1127,41
787562,3
1128,25
1132,108
1129,64
787566,11
787567,21
1130,42
1137,51
1138,23
787569,7
263283,68
1133,75
1140,21
1143,34
1142,69
1145,51
263290,20
1147,131
1149,246
1150,32
1151,17
1153,51
1154,91
1156,67
1158,46
1159,95
1161,74
263308,17
263314,83
1171,29
525460,42
1178,23
787612,28
263328,22
1184,25
1186,32
1187,9
787620,0
1189,49
1190,35
525478,26
525479,28
1193,63
525482,11
1188,0
1191,30
1198,135
1202,85
1206,24
1208,15
1210,91
525501,30
1049795,7
1219,70
1221,38
1222,52
1223,90
787657,6
1227,81
1228,46
1229,99
1231,43
1232,116
525522,18
525523,85
1234,18
787669,38
1237,37
1239,58
1240,32
1241,37
1049819,0
1243,72
263395,59
1252,56
263396,152
1253,66
263399,20
1251,43
1259,33
1260,43
1262,35
1264,20
1265,0
1266,12
263413,28
1269,38
1270,98
1272,38
1274,52
1275,24
1286,24
1287,27
1288,0
1289,61
525578,0
1291,29
1290,100
1293,41
1292,56
1049873,39
1298,6
1297,41
1300,86
1301,23
525589,23
1302,71
263450,98
1307,47
1306,28
1309,48
1310,42
1312,40
1049889,26
1313,5
1315,43
1316,68
1317,61
525605,105
1319,14
1318,6
1321,33
1323,31
263468,5
1325,99
1326,56
263470,52
1328,56
1329,45
1330,40
1331,55
1332,114
1333,69
1327,37
1335,64
1336,19
1338,10
1049922,10
1347,33
1348,51
1351,48
1352,75
525640,77
525644,75
1358,37
1363,31
263509,87
1366,60
787810,10
1380,0
263526,79
263528,154
1386,14
1387,3
1389,36
1390,27
787823,16
1392,135
1391,64
787828,14
1396,168
1399,99
1400,42
1402,14
1405,32
1406,41
1407,29
1408,47
1409,56
1410,95
1411,34
1412,65
787844,54
1413,37
1415,71
1416,44
525703,311
1049992,40
1419,49
1417,31
525709,33
1421,52
1414,43
1424,171
1418,41
1423,59
1425,80
1428,23
1426,5
1427,34
1431,14
1432,14
787863,6
263577,35
263575,79
1429,1
1437,24
1430,26
1439,109
525727,26
1441,188
1442,2
1440,109
525732,88
1444,0
1446,21
1447,33
1448,42
1449,56
263592,148
1451,30
1450,27
1458,142
1459,53
1464,109
1465,11
1471,59
1472,26
1473,38
263621,182
525765,56
1477,80
1480,206
1481,29
1482,714
1483,168
1479,57
1485,97
1487,36
1491,151
1492,34
263640,161
525785,30
1498,41
1503,81
263647,9
1505,34
1504,31
1507,37
263652,77
1510,26
1511,38
263657,51
1513,32
263659,87
1516,52
1518,35
787953,9
1521,48
1523,57
1524,90
1526,41
1528,52
1530,59
525818,68
1531,35
1532,90
1534,41
1535,102
1536,46
1537,21
263682,87
787969,10
525825,44
787973,20
1542,74
1543,121
1538,68
1050121,8
263690,116
1547,46
1546,47
1551,51
1552,21
525839,45
1554,64
787986,7
1555,101
1556,138
525846,139
1561,21
1562,10
1563,85
525851,18
1564,15
1576,65
788009,26
788010,8
263722,79
263724,80
788014,35
1050159,18
1584,73
263729,71
1589,6
1592,41
263737,112
1050169,7
1596,15
788030,32
1598,40
788032,22
1600,43
1602,45
1603,13
1605,142
788039,24
1050184,6
1609,0
1610,101
263754,89
1612,36
1613,83
1614,40
788047,16
1618,127
1620,22
1622,36
525911,41
1624,59
1626,38
1627,24
1628,73
1629,144
1630,33
263775,34
1631,31
1633,15
1634,16
788067,92
1636,82
1637,17
525921,31
1632,70
1635,36
1641,46
525930,71
1643,11
1644,55
1646,116
1651,63
263798,38
1656,23
1659,20
1661,67
1664,169
1666,41
263811,14
263812,55
1667,22
1670,50
263816,34
1679,47
1683,34
1687,15
1688,5
1691,39
525979,25
263837,50
525980,7
788126,33
1692,52
1693,18
1698,104
1699,131
1700,34
1701,28
788125,20
1704,60
1705,28
1706,93
1707,36
1708,62
1312429,0
1709,79
1050285,13
1712,49
1710,30
1714,17
788147,72
263860,29
1717,56
1718,70
263863,30
1720,41
263865,62
1719,26
1715,41
1725,28
1729,39
263873,55
263875,126
1732,99
1734,45
1738,30
788171,10
1739,60
263884,44
788172,23
788175,39
263890,92
1050322,5
1050323,18
1749,60
263897,56
1050331,10
1758,133
263903,40
263904,166
263905,19
1763,34
1766,26
263911,37
1768,38
1770,17
263915,6
1772,98
1775,130
1050352,24
788209,0
1778,33
1779,28
788215,13
1050360,20
1785,73
263930,37
1574651,3
263932,36
263933,64
1790,25
1791,29
1792,70
788226,3
788227,6
1794,85
263943,62
1799,71
263953,178
788241,20
1811,46
526101,42
263957,69
1817,55
1819,43
1820,26
1821,148
526110,24
1826,80
1830,1757
788265,44
1834,38
1835,119
788272,40
1841,94
526130,98
1843,87
263987,42
1849,21
526138,14
1852,139
1855,101
1859,39
1860,100
1864,18
1865,34
1868,29
526157,50
1869,26
1870,56
1873,17
1879,24
264024,20
264023,39
788314,49
264027,31
1886,286
526176,34
1891,7564
264035,15
1896,67
1897,127
264042,31
1050476,12
1901,22
526190,55
1904,69
1905,43
1910,26
788346,91
1918,71
1920,77
264065,75
1922,39
1926,79
1928,63
1930,116
264075,53
788364,23
1931,19
1935,61
788368,124
1941,44
1943,99
788377,19
1948,15
1950,28
264095,47
1959,30
1962,31
1964,49
1050541,12
1970,25
264118,10
1975,64
1976,42
788410,37
1980,27
788413,11
1981,28
526273,30
264130,85
788419,8
264132,156
264134,80
526278,38
1995,47
264140,42
1996,4
264142,26
526286,33
788434,123
264146,64
526291,12
264147,58
2007,92
264154,131
526300,12
2013,66
788445,45
264160,58
788449,3
788450,39
264167,56
264168,39
788459,34
2027,28
2029,23
264174,47
788464,19
2032,27
264179,58
788468,24
2037,23
2040,56
2043,68
1050620,8
2045,69
264189,39
264191,18
788479,40
788481,48
2050,6
2051,38
788482,11
2049,41
788486,1
264199,112
264192,37
2048,29
264197,30
264204,70
264205,22
2060,1
264207,57
788496,94
2062,26
264211,63
2068,153
264216,47
264217,49
2075,80
526363,86
526364,53
2076,169
2079,127
526368,74
788513,4
2082,43
2081,94
264220,28
264224,13
264233,18
1050665,9
264236,42
2097,58
788531,7
2101,40
264247,125
2104,44
2103,121
2107,78
264252,85
788541,21
2110,25
2111,109
264256,43
2113,53
788546,3
788547,21
2116,60
2117,112
788549,31
526405,27
264262,56
526409,28
2122,44
264264,131
2125,56
2126,49
2127,50
526415,88
788559,11
2132,10
2134,132
264281,60
2138,34
2140,72
2141,57
264284,52
526429,38
264288,46
2145,45
264286,23
264287,144
2148,24
2150,43
2151,61
1050727,0
2153,51
2154,60
1050730,10
1050732,5
1050734,29
2160,18
2161,29
2166,62
2171,46
2173,33
2175,22
264321,50
788610,9
788611,30
2189,34
2193,141
264338,25
1312915,11
264340,62
264344,68
264345,53
526493,49
264350,64
264351,10
2208,53
788641,33
2210,39
788643,20
264355,58
264356,108
264358,46
2218,115
264364,141
264365,90
264366,88
526510,54
526515,22
2231,48
2233,49
2236,31
2238,38
1050817,7
526532,30
788677,15
2244,27
2248,40
526537,24
2250,21
264396,43
2255,25
264399,56
2257,26
264401,20
2259,38
264404,21
526545,36
2262,11
2263,34
788695,30
526556,56
2271,344
264418,52
2275,52
526576,46
526578,60
264435,57
2294,98
264439,29
264442,83
2298,56
2301,37
526590,0
2304,60
2305,179
264452,50
2313,36
2317,112
264462,165
2321,23
2326,51
1313050,13
264475,121
2332,64
2333,14
264479,21
2337,37
2338,48
264481,21
264484,22
264485,47
2344,42
2345,22
2346,74
2349,30
2352,183
526641,18
2354,25
1050931,18
264500,44
2356,87
2358,20
2357,44
264502,69
788796,9
788801,29
2370,13
2373,72
788811,16
2380,52
2379,28
2385,47
264530,23
264532,83
2389,11
788820,61
264533,14
264534,4
2393,34
264537,138
526683,53
2400,48
788832,33
264547,89
2404,64
264549,50
2405,11
526695,14
1050986,8
2412,42
526700,30
2414,54
264556,40
2416,31
526709,17
788857,16
264571,59
264572,39
264573,35
2431,618
264576,37
788865,19
2435,58
526724,43
264581,76
2436,45
2439,43
2440,15
2438,36
2447,46
788881,39
2450,87
2452,40
788887,143
2455,112
526745,128
788891,85
2459,52
2464,34
2471,112
2476,50
2477,113
526766,30
2480,40
788913,24
264626,47
264627,44
2486,63
526774,9
2488,9
264631,98
264634,40
526779,47
2495,102
788927,62
526785,59
526783,53
2497,31
2496,87
2499,18
264640,25
264643,33
2504,353
526792,19
2509,33
526798,51
2512,24
2520,69
2521,142
2522,243
264670,30
264671,8
2526,50
2531,68
2535,45
2536,114
526824,40
2541,39
526831,4
788975,18
526833,32
788978,8
788979,12
526836,20
264691,22
788982,26
264695,53
2550,11
788985,0
2547,21
264699,41
264692,0
264702,38
2558,24
264708,32
2566,40
789004,43
1051149,26
1313294,3
2574,78
264721,81
2579,57
789012,16
2580,33
2582,30
2584,144
2586,21
789019,29
526876,39
2587,94
2591,47
264737,39
2594,25
264739,234
526883,34
2597,18
789032,14
2601,41
2603,188
2608,134
2611,70
789047,6
2615,5
526905,31
2617,47
526909,61
264766,30
526911,12
789055,57
2625,152
264769,93
789057,46
264772,104
526917,16
789062,24
2626,35
264776,17
2624,33
264775,51
2638,44
789072,33
2643,27
2649,49
789081,19
526939,66
264796,103
264800,64
2659,81
2660,35
789094,12
2663,29
264808,85
2665,47
526954,15
2668,20
264815,58
526961,85
526962,36
264824,54
264832,59
2688,59
2690,10
789123,54
2691,56
2693,52
526983,50
2696,52
264842,15
2699,27
789135,24
264849,131
264851,17
264853,14
264855,62
2713,55
2714,27
264860,25
789150,15
789152,26
789153,45
2721,95
2720,47
264871,54
2728,30
789160,2
264873,95
264876,0
264877,79
527025,60
2738,14
264885,25
264893,17
264894,14
264895,16
264896,126
264897,6
789185,15
2752,35
264904,14
2761,17
2766,64
2767,47
2768,65
789198,21
789199,4
789200,29
527056,71
264917,2
2775,79
789208,42
527065,97
2778,19
789210,55
789211,34
789213,17
264921,26
2781,33
1051360,63
2785,52
264930,44
2782,85
527077,7
789224,34
2793,13
264950,34
264951,47
264952,52
789244,9
789246,9
264960,40
1313536,5
789248,30
527107,80
527104,21
2818,112
2822,56
2824,26
264969,50
527115,64
2831,22
527123,52
264980,51
2837,12
2838,23
264985,15
2842,33
2843,331
527132,66
1051419,16
2848,8
2850,135
2851,18
264994,42
527143,82
2856,42
265005,16
2863,144
2864,114
527153,55
265008,70
265011,17
2868,0
2866,51
2871,54
1051448,8
265017,10
2874,52
1051450,25
789306,26
2876,80
789310,10
2873,24
2881,31
2882,6
2884,30
2886,45
2887,59
265032,23
2892,40
1313617,5
2898,27
2901,74
2902,56
527192,26
527193,162
2906,71
2908,0
2910,41
2911,53
2913,92
2914,137
2915,44
1051492,22
789346,24
527204,142
789347,55
265064,111
2921,166
527209,143
2923,68
2916,54
2925,97
2917,85
2928,87
527217,20
2930,172
2931,88
2932,14
265076,21
2934,32
2935,54
265081,87
527227,95
2940,22
2939,42
2944,36
265088,15
265092,43
527238,53
2951,28
2952,12
265097,32
789388,30
2957,18
527256,95
2969,36
527258,43
2972,47
2973,144
789404,7
265119,19
2976,30
2975,44
2978,121
2977,15
2981,87
265128,7
789416,5
2986,19
789419,18
2987,12
789421,4
789422,18
265133,94
789424,45
265135,36
2994,33
2995,70
2996,27
2997,29
265138,56
265144,21
3002,70
265146,29
3004,61
3003,20
3006,107
3007,19
1051584,14
789442,60
265155,55
3012,21
3013,55
789446,4
789447,9
789448,1
3010,66
3018,99
527307,70
789457,27
3025,43
1051604,32
3029,42
3028,116
789463,12
527317,8
265175,54
3035,101
3036,114
789469,2
3037,32
3039,4
265183,21
789473,24
3042,26
265189,121
3045,96
789479,22
527337,42
3051,0
3052,47
265197,21
265199,31
265200,5
265201,5
3057,37
3058,36
3061,16
3062,79
3063,198
3064,35
3065,80
3069,56
3070,260
789502,21
3072,86
527361,5
3073,66
3075,46
789513,41
527370,87
3085,85
3086,48
3088,56
3089,33
3090,15
789523,25
3093,91
3095,71
3098,32
3101,83
265246,58
789542,12
3113,128
3122,35
3123,6
789554,3
3125,55
265267,84
3127,168
3129,46
3130,225
3131,114
3132,51
3133,50
3134,81
1051711,54
3137,21
265283,176
265290,97
3149,16
265296,96
265297,43
3152,73
265299,61
789588,31
3157,78
3158,172
3159,94
265303,22
265306,36
265307,14
789597,28
3167,35
3168,122
3170,181
3171,114
527460,5
265316,36
3174,72
3175,39
3177,25
527465,49
3180,124
789612,0
3181,65
3183,35
527470,53
789618,10
3188,96
789620,8
3190,95
789621,0
3191,37
3192,62
265334,42
265339,25
265343,71
265344,59
265345,16
3203,73
789637,13
789638,3
3206,38
265353,14
3210,79
527499,7
789646,21
3215,73
789649,22
527506,84
265361,101
3220,111
789655,5
265368,19
789656,7
789659,20
265372,70
3230,63
265375,182
789664,23
789666,46
3234,139
265378,23
265382,37
527529,62
789678,4
789679,10
265391,89
3249,78
527537,37
1051827,7
527539,43
265397,24
3254,82
265392,46
789693,7
3262,19
265407,99
789696,28
789695,52
789698,6
265411,79
789700,11
3265,78
3270,36
3271,99
3272,252
3273,69
789706,8
3275,70
265418,31
265420,156
3278,15
3279,60
3277,71
3282,56
265429,59
789723,17
527581,27
3297,19
3301,44
3303,45
3305,25
3307,32
3311,95
265456,40
3316,75
3319,14
265464,76
1314041,8
3321,97
3323,60
3326,54
527616,41
265472,13
3330,39
789763,35
3333,90
265479,33
265480,33
3340,89
3344,81
3345,151
3346,82
789776,28
3350,96
3351,40
3352,21
527642,23
3356,32
3357,14
3359,33
265506,84
3363,165
3365,35
3366,26
3367,24
265511,34
265509,63
3372,36
3378,48
265526,139
789815,38
3384,35
3385,21
3383,25
789819,25
3389,251
265535,78
3393,54
527685,47
3398,93
3397,29
527688,69
3399,19
3402,72
527692,24
3405,48
789838,44
789837,19
3408,71
265553,29
3409,106
3411,35
3410,64
265557,69
3416,89
3417,99
3418,10
265561,55
3419,64
3420,44
3422,49
789855,44
527707,22
3427,187
265572,29
3432,33
265578,155
789869,50
265581,111
3441,39
265586,24
265585,81
3444,13
265588,57
265593,211
3451,38
265596,72
265603,27
3459,14
3461,91
3462,48
3463,42
265606,50
1314181,3
3465,60
3467,288
3471,60
3472,17
265620,157
3476,31
3479,41
3482,8
3483,59
265629,43
3486,48
265631,63
527780,31
265637,76
789925,29
265638,22
3496,166
3497,45
789932,16
3503,82
265648,43
265651,99
3509,73
265656,79
789945,31
265661,125
527806,45
527808,95
265668,119
789958,22
527814,49
3527,78
3529,228
3532,187
789966,17
789967,19
789968,22
3537,74
789971,4
527832,66
3549,55
265697,56
3554,168
3556,97
3557,131
3558,147
1052135,3
789989,10
3561,159
3559,67
789990,22
3564,63
789991,16
3566,31
265711,14
3568,240
790001,76
527857,16
3571,101
3573,86
3577,15
3586,31
265732,88
3589,46
1052166,20
527879,7
265740,33
790032,8
790037,21
265749,15
790039,31
3610,15
3612,50
265757,56
265760,35
3618,25
790051,16
790052,21
790054,28
3622,52
3624,137
3630,16
790068,18
3636,25
3640,68
3641,416
790074,33
3643,77
790079,25
790084,69
1052229,7
790091,25
3663,83
3664,90
3666,30
3673,147
265819,26
790108,68
790109,12
3688,4
265840,53
265842,119
790130,5
790131,5
3705,30
790140,25
265860,28
265861,28
3719,182
265864,29
3723,45
790157,2
3725,27
3728,23
790161,46
265873,57
3733,103
3734,12
790165,19
790167,47
790170,29
528029,57
3741,60
265885,52
528034,108
265892,58
265897,159
265898,55
265900,99
528045,29
265901,64
265903,14
265904,46
3761,51
3759,66
3763,99
3764,63
3760,17
3771,8
3773,72
790208,27
3777,31
3779,50
265927,31
3784,929
265929,76
3786,58
265931,106
3788,59
790220,12
3790,120
3792,306
265939,21
790229,20
265942,65
3798,20
3803,29
3804,142
265951,52
265952,51
790241,25
265955,61
3812,42
790243,17
265958,59
1314535,4
265956,43
3818,190
790250,69
790253,39
3823,56
790256,6
3831,65
3832,77
3835,172
3837,150
528129,1
3844,11
3851,35
265996,109
3852,23
3853,45
3856,20
3857,25
3860,146
528155,12
266013,38
3872,27
790305,20
266017,27
3875,82
266021,66
3877,87
528166,49
3880,132
266023,71
3882,76
266026,29
3884,23
266033,34
266035,103
3893,50
3894,18
3895,23
528184,39
3896,69
790330,10
3904,56
3905,182
3908,169
528196,62
3912,149
790344,42
266059,36
266060,11
3918,61
3928,54
528217,6
266074,16
3929,44
266076,13
3936,87
3937,9
266082,31
3939,5
3940,1
266085,28
3942,45
3943,35
3944,0
3938,36
3946,28
3948,80
1314668,13
528237,22
3951,64
528239,78
3949,128
3954,99
3955,75
3956,67
266103,48
3960,73
790393,3
3962,74
790395,24
790398,16
790400,36
3969,113
528259,13
790403,32
528263,37
790409,0
1314702,8
790415,19
3984,167
3982,0
3988,46
3990,0
3991,131
266136,5
3992,0
3997,29
790430,21
4000,114
4001,71
4002,51
4005,80
4006,75
4009,79
266154,41
4011,52
266161,36
4017,42
528310,60
4022,38
790458,18
4026,118
266172,71
4028,36
4030,40
4031,62
528319,7
4036,87
266186,572
790478,28
4049,40
790482,39
4053,58
528342,33
266205,20
4062,27
528352,30
4066,42
528356,65
266217,73
1314794,13
266219,33
4076,61
266220,118
4078,317
266222,31
528368,82
266223,67
4074,6
4083,57
4084,90
4079,48
266235,126
790524,35
266237,64
266239,18
266240,173
790530,29
4100,12
266244,16
4103,47
266248,57
790537,44
4106,63
4107,47
4109,45
790541,33
528399,130
790543,63
4114,30
790549,6
4117,17
4121,13
528409,29
266269,53
4126,36
4127,49
266270,64
266273,70
266274,37
4131,102
266276,64
528421,84
790566,38
790567,28
4130,23
4136,93
4140,65
4141,41
4150,26
266297,65
266299,9
4155,79
4157,194
4158,22
4159,95
4161,61
790593,18
4163,98
4165,46
4166,54
266311,78
4170,169
4171,120
4172,133
790605,20
790612,3
4181,41
1052757,10
790616,10
266328,59
4187,71
528475,0
266332,58
4189,14
266335,84
4192,0
266337,54
4191,18
790622,32
266340,79
266341,54
790629,56
528487,18
528486,21
790637,4
4209,92
4212,33
4213,159
528501,83
4214,29
790649,28
4217,73
790651,38
4224,52
4225,67
790664,64
4232,15
528522,101
4236,107
1052813,9
266387,12
4247,44
4249,54
266394,67
266399,31
266400,23
790690,15
4263,8
4265,11
790700,41
4269,53
4271,34
4272,51
1115134,16
4275,49
266427,15
4287,171
4289,124
4291,71
4294,58
4295,21
266440,25
4296,65
266439,153
4301,41
4303,59
4313,275
1052896,18
4321,147
266464,135
4323,8
4324,33
4326,2
266472,2
790761,15
4330,24
4328,33
790764,13
4333,111
528628,65
528629,0
528630,28
790775,4
790776,1
266496,79
266497,37
4355,48
528649,51
4364,64
790801,35
4374,23
4375,61
790813,8
266529,30
266531,46
4390,85
266538,45
528687,24
266547,65
4406,74
528695,74
266553,74
790847,21
266560,72
266561,21
4418,54
266562,7
4419,68
790852,36
790854,8
4423,77
4438,155
266590,59
4446,29
528736,33
790881,34
790882,26
266596,42
4453,71
266597,36
266598,85
528743,39
790891,19
266604,40
4466,56
4470,134
4474,67
528764,21
528766,24
4487,188
528778,80
528780,88
4496,19
266645,38
266646,13
790938,24
4509,85
528798,1
4514,136
4517,31
266663,33
4525,54
266670,96
266671,64
4528,93
790967,39
266680,31
790973,8
266692,40
266698,26
266699,113
790990,10
266703,50
4561,53
790997,28
4566,49
4567,97
4568,85
4569,95
4570,51
266728,124
4584,103
791019,35
4589,80
4592,98
4593,40
528880,2
4595,270
4597,187
4598,365
1053175,17
266747,90
105121,20
266750,35
266751,47
266752,23
266757,14
4619,88
266765,21
1315342,0
4623,44
4624,34
266769,79
4626,65
4625,17
4622,85
4629,43
791067,26
266785,57
528932,33
4645,123
4647,59
1577511,6
791083,61
4651,174
4652,61
791090,35
528947,23
4660,96
266804,172
266806,74
528952,74
1053241,23
528955,60
4669,116
266815,75
791104,37
4676,90
266821,83
4678,48
1053252,4
4680,52
266825,4
4687,52
4689,58
4692,49
4693,31
791130,15
4698,134
4699,194
4701,16
791134,11
4703,129
4705,87
528999,29
266857,25
791145,34
266859,51
4716,78
266863,54
4724,72
266872,23
529026,6
4739,27
266885,20
4742,38
266887,42
266888,118
4745,54
791185,1
529041,55
529043,13
266900,25
4757,244
266906,28
4766,180
266912,75
4771,40
4772,38
266918,64
266922,68
529066,51
266924,27
266926,27
266927,29
529070,17
4782,57
4787,36
791223,17
4793,51
4800,304
266948,26
4807,29
266954,78
4811,51
266956,92
4814,23
791247,14
4821,60
266967,93
266971,46
4828,83
266973,11
4827,85
266978,34
529123,29
266986,87
266988,115
4846,38
1315567,7
4848,72
266994,102
4851,15
529141,33
529142,12
4855,33
4863,94
4867,24
4871,42
267017,20
529163,46
791314,19
4883,30
791316,29
4885,29
791318,6
529175,22
4888,41
529179,28
529183,70
4895,90
4897,37
529186,24
4899,60
267046,97
4903,44
267050,96
267053,54
529199,41
791347,29
267064,85
529217,21
267074,16
267073,34
791368,37
529225,47
791372,11
267087,36
4944,81
791377,17
529234,19
4948,132
4949,41
4950,59
4952,88
529241,168
791385,9
4956,67
4958,52
267102,23
4961,38
4962,23
791394,30
267108,39
267110,39
4966,46
267116,49
267117,159
4974,29
267119,0
4976,32
4977,2
4978,1
4979,43
791415,0
267127,92
791421,33
4989,70
4993,84
791426,36
791430,63
4999,40
529287,57
267147,32
267148,20
529292,28
5006,403
791440,12
5009,80
5008,55
791451,36
5021,34
267167,57
5025,58
267171,36
267173,67
791461,15
5031,143
5032,9
5035,127
791469,0
791470,27
5038,0
5044,0
267193,31
529337,0
791483,29
791485,13
791486,23
267200,114
267201,18
1053632,0
529347,72
5066,17
5069,108
267213,63
5070,67
5072,66
529365,81
5078,43
5079,38
791512,32
5081,10
791520,19
267236,16
1053670,6
529382,21
5094,21
267241,22
5102,20
267247,77
267250,117
267253,47
5109,41
267256,65
5114,34
529403,117
5118,126
5120,28
791556,0
5124,36
5128,14
5130,89
267275,59
5131,56
267278,99
