Node_ID,Full_degree
322,29
323,26
324,38
325,53
326,72
327,59
328,23
329,27
330,57
331,40
332,49
333,26
334,59
335,98
336,112
337,38
338,34
339,69
340,12
341,28
342,2
343,59
344,1
345,13
346,1
347,60
349,11
350,39
351,31
352,15
353,14
354,31
355,12
356,35
357,66
358,56
359,32
360,27
361,17
362,70
363,16
364,7
365,17
366,64
367,15
368,73
369,76
370,58
371,46
372,17
373,115
374,24
375,2
376,6
378,47
380,4
381,58
382,43
383,137
384,9
385,2
386,44
387,16
388,29
389,2
390,16
391,8
392,107
393,37
394,32
395,27
396,21
397,16
398,16
399,33
400,128
401,27
402,8
403,14
404,51
405,104
406,26
407,70
408,32
409,4
410,1
411,78
412,42
413,10
414,40
415,20
416,61
417,42
418,33
419,34
420,26
421,27
422,11
423,39
424,64
425,17
426,45
428,22
429,31
430,47
431,74
432,34
433,33
434,80
435,4
436,38
437,18
438,11
439,7
440,7
441,21
442,49
443,65
444,17
445,11
446,5
447,35
448,11
449,76
450,56
451,47
452,19
453,47
454,91
455,21
456,123
457,46
458,136
459,45
460,86
461,26
462,21
463,5
464,25
465,95
466,5
467,20
468,34
469,149
470,3
471,57
472,73
473,85
474,59
475,43
476,2
477,35
478,16
479,2
480,76
481,27
482,135
483,227
484,118
485,132
486,23
487,51
488,14
489,44
490,130
491,46
492,44
493,62
494,42
495,31
496,73
497,83
498,4
499,38
500,93
501,23
502,18
503,42
504,71
505,87
506,101
507,128
508,65
509,10
510,41
511,69
512,83
513,39
514,101
515,36
516,49
517,44
518,9
519,77
520,20
521,61
522,61
523,22
524,153
525,34
526,66
527,55
528,36
529,38
530,131
531,40
532,67
533,67
534,88
535,29
536,11
537,39
538,165
539,36
540,20
541,59
542,36
543,32
544,82
545,51
546,36
547,71
548,15
549,59
550,92
551,74
552,86
553,71
554,16
555,131
556,37
557,27
558,112
559,99
560,30
561,27
562,26
563,73
564,49
565,27
566,10
567,69
568,59
569,37
570,73
571,42
572,28
573,93
574,86
575,42
576,55
577,49
578,38
579,91
580,68
581,76
582,84
583,29
584,25
585,242
586,59
587,24
588,51
589,31
590,32
591,35
592,8
593,51
594,119
595,117
596,34
597,107
598,111
599,23
600,28
601,35
602,33
603,21
604,46
605,70
606,31
607,58
608,62
609,66
610,42
611,31
612,25
613,62
614,21
615,3
616,36
617,69
618,13
619,160
620,36
621,27
622,29
623,41
624,76
625,13
626,31
627,18
628,149
629,24
630,63
631,35
632,63
633,7
634,72
635,41
637,36
638,29
639,11
640,24
641,22
642,73
643,25
644,31
645,5
646,15
647,151
648,21
649,133
650,67
652,54
653,121
654,30
655,4
656,26
657,16
658,71
659,48
660,38
661,1
662,44
663,32
664,32
665,22
666,38
667,51
668,27
669,44
670,29
671,12
672,55
673,53
674,11
675,111
677,40
678,32
679,102
680,42
681,33
682,54
683,69
684,30
685,19
686,19
687,73
688,1
689,77
690,41
691,17
692,14
693,128
694,52
695,52
696,5
697,12
698,53
699,111
700,13
701,10
702,9
703,10
704,53
705,12
706,177
707,16
708,111
709,33
710,28
711,85
712,8
713,24
714,62
715,56
716,163
717,103
718,36
719,30
720,46
721,25
722,7
723,25
724,57
725,14
727,48
728,8
729,67
730,72
731,86
732,21
733,53
734,31
735,7
736,36
737,31
738,14
739,30
741,53
742,7
743,5
744,54
745,53
746,147
747,29
748,19
749,8
750,23
751,6
752,61
753,13
754,134
755,65
756,57
757,57
758,30
759,41
760,83
761,31
762,42
763,49
764,6
765,63
766,14
767,12
768,73
769,34
770,25
771,55
772,41
773,69
774,56
775,73
776,40
777,111
778,93
779,30
780,36
781,12
782,6
783,69
784,55
785,114
786,85
787,91
788,44
789,18
790,96
791,20
792,25
793,58
794,16
795,3
796,185
797,88
798,41
799,57
800,82
801,207
802,63
803,17
804,95
805,37
806,81
807,25
808,71
809,52
810,25
811,27
812,12
813,28
814,73
815,39
816,30
817,44
818,32
819,82
820,47
821,22
822,34
823,35
824,24
825,49
826,48
827,5
828,74
830,30
831,6
832,175
834,4
835,113
836,27
837,4
838,34
839,56
840,44
841,20
842,16
843,25
844,50
845,115
846,110
847,19
848,172
849,37
850,8
851,92
852,13
853,55
854,151
855,60
856,46
857,91
859,130
860,34
861,69
862,137
863,37
864,31
865,62
866,72
867,21
868,26
869,47
870,14
871,5
872,42
873,49
874,48
875,26
876,22
877,15
878,146
879,50
880,32
881,44
882,31
883,38
884,19
885,26
886,29
887,18
888,34
889,9
890,77
891,39
892,24
893,62
894,54
895,123
896,34
897,12
898,21
899,16
900,113
901,51
902,15
903,13
904,78
905,110
906,22
907,76
908,30
909,47
910,31
911,58
912,35
913,66
914,17
915,28
916,194
917,46
918,75
919,54
920,25
921,69
922,109
923,29
924,28
925,45
926,56
927,22
928,56
929,30
930,36
931,115
932,22
933,61
934,39
935,16
936,23
937,8
938,168
939,18
940,15
941,29
942,59
943,25
944,10
945,30
946,24
947,129
948,53
949,12
950,59
951,58
952,43
953,43
954,118
955,35
956,46
957,70
958,53
959,25
960,1
961,10
962,111
963,51
964,44
965,12
966,51
967,75
968,285
969,25
970,93
971,57
972,43
973,65
974,315
975,25
976,26
977,13
978,55
979,1
980,46
981,139
982,29
983,38
984,21
985,29
986,16
987,7
988,37
989,19
990,44
991,64
992,46
993,5
994,28
995,12
996,34
997,29
998,56
999,90
1000,173
1001,62
1002,7
1003,26
1004,161
1005,38
1006,47
1007,2
1008,36
1009,88
1010,19
1011,17
1012,136
1013,44
1014,63
1015,74
1016,60
1017,173
1018,116
1019,70
1020,45
1021,331
1022,806
1023,384
1024,31
12501,9
15096,41
14156,32
12021,30
10133,11
11541,115
20036,45
15301,47
17888,68
14059,14
10139,12
16742,36
17282,41
13737,26
17910,128
17388,32
12694,26
19400,48
11195,34
17872,81
14348,6
11263,39
19493,77
19567,48
12941,103
11870,105
14465,105
10156,22
10157,8
19115,22
11879,21
11894,16
12398,57
14295,67
19184,88
17270,55
17478,1
15411,12
12176,99
16561,54
15614,5
16918,41
19447,104
16940,24
20221,9
18235,66
14778,85
14854,40
13725,59
19802,5
10179,56
10180,9
10181,271
10182,2
10183,96
10184,50
10185,174
10186,47
10187,94
10188,33
10189,48
10190,49
10191,67
10192,2
10193,70
10194,31
10195,119
10196,22
10197,122
10198,34
10199,77
10200,2
10201,3
10202,9
10203,29
10204,4
10205,4
10206,12
10207,37
10208,27
10209,70
10210,53
10211,68
10212,49
10213,151
10214,91
10215,25
10216,58
10217,33
10218,56
10219,34
10220,40
10221,5
10222,19
10223,14
10224,47
10225,100
10226,10
10227,79
10228,20
10229,5
10230,74
10231,12
10232,66
10233,83
10234,27
10235,123
10236,9
10237,26
10238,14
10239,7
10240,23
10241,9
10242,10
10243,6
10244,28
10245,21
10246,15
10247,4
10248,85
10249,14
10250,22
10251,30
10252,33
10253,32
10254,25
10255,20
10256,26
10257,10
10258,39
10259,15
10260,28
10261,30
10262,26
10263,5
10264,23
10265,52
10266,56
10267,26
10268,95
10269,32
10270,17
10271,40
10272,68
10273,57
10274,3
10275,51
10276,8
10278,1
10279,7
10280,5
10281,8
10282,8
10284,37
10285,10
10286,17
10287,85
10288,116
10289,43
10290,63
10291,67
10292,65
10293,40
10294,53
10295,19
10296,88
10297,38
10298,51
10299,29
10300,103
10301,267
10302,57
10303,10
10304,24
10305,45
10306,39
10307,24
10308,81
10309,121
10310,25
10311,24
10312,52
10313,28
10314,45
10315,40
10316,40
10317,34
10318,9
10319,26
10320,54
10321,39
10322,83
10323,8
10324,1
10325,76
10326,24
10327,3
10328,47
10329,22
10330,15
10331,83
10332,56
10333,16
10334,26
10335,49
10336,25
10337,41
10338,28
10339,127
10340,27
10341,88
10342,12
10343,42
10344,22
10345,31
10346,35
10347,105
10348,170
10349,37
10350,15
10351,74
10352,168
10353,39
10354,52
10355,38
10356,8
10357,24
10358,21
10359,44
10360,12
10361,57
10362,45
10363,53
10364,66
10365,13
10366,29
10367,26
10368,17
10369,70
10370,48
10371,28
10372,186
10373,66
10374,1
10375,117
10376,61
10377,20
10378,38
10379,10
10380,38
10381,159
10382,56
10383,131
10384,6
10385,31
10386,31
10387,24
10388,19
10389,37
10390,129
10391,21
10392,62
10393,44
10394,30
10395,81
10396,43
10397,3
10399,44
10400,4
10401,4
10402,11
10403,7
10404,39
10405,5
10406,27
10407,42
10408,1
10409,6
10410,8
10411,44
10412,11
10413,82
10414,21
10415,47
10416,21
10417,50
10418,20
10419,13
10420,120
10421,34
10422,76
10423,14
10424,69
10425,19
10426,55
10427,64
10428,14
10429,36
10430,26
10431,19
10432,64
10433,74
10434,31
10435,47
10436,26
10437,37
10438,3
10439,12
10440,77
10441,7
10442,60
10443,18
10444,19
10445,57
10446,23
10447,183
10448,73
10449,17
10450,44
10451,51
10452,19
10453,91
10454,36
10455,51
10456,122
10457,47
10458,3
10459,13
10460,21
10463,28
10465,19
10468,33
10469,12
10470,44
10472,12
10473,57
10474,17
10475,6
10476,9
10477,90
10478,32
10479,50
10480,70
10481,38
10482,19
10483,42
10484,2
10485,20
10486,45
10487,246
10488,4
10489,3
10490,31
10491,14
10492,84
10493,38
10494,15
10495,39
10496,4
10497,30
10498,46
10499,117
10500,34
10501,31
10502,56
10504,97
10505,200
10506,27
10507,14
10508,13
10509,20
10510,33
10511,57
10512,34
10513,4
10514,110
10515,100
10516,29
10517,121
10518,138
10519,61
10520,1
10521,9
10522,44
10523,13
10524,57
10525,48
10526,78
10527,5
10528,9
10529,13
10530,55
10531,8
10532,12
10533,20
10534,5
10535,38
10536,5
10537,13
10538,13
10539,23
10540,10
10541,4
10542,24
10543,39
10544,456
10545,16
10546,10
10547,33
10548,30
10549,36
10550,32
10551,15
10552,83
10553,39
10554,46
10555,90
10556,25
10557,43
10558,27
10559,21
10560,7
10561,35
10562,34
10563,3
10564,11
10565,46
10566,20
10567,41
10568,66
10569,70
10570,22
10571,104
10572,30
10573,112
10574,189
10575,124
10576,70
10577,42
10578,23
10579,38
10580,24
10581,34
10582,26
10583,12
10584,8
10585,49
10586,104
10587,25
10588,36
10589,39
10590,17
10591,22
10592,12
10593,68
10594,9
10595,24
10596,27
10597,26
10598,14
10599,48
10600,45
10601,6
10602,15
10603,5
10604,33
10605,23
10606,3
10607,69
10608,28
10609,73
10611,14
10612,14
10613,29
10614,84
10615,18
10616,7
10617,43
10618,60
10619,45
10620,12
10621,10
10622,100
10623,79
10624,9
10625,38
10626,16
10627,5
10628,53
10629,28
10630,46
10631,35
10632,16
10633,29
10634,53
10635,92
10636,27
10637,34
10638,11
10639,75
10640,70
10641,33
10642,25
10643,34
10644,35
10645,99
10646,31
10647,27
10648,56
10649,24
10650,39
10651,6
10652,9
10653,23
10654,14
10655,27
10656,31
10657,35
10658,24
10659,5
10660,29
10661,17
10662,16
10663,35
10664,45
10665,15
10666,21
10667,42
10668,22
10669,7
10670,16
10671,21
10672,36
10673,16
10674,7
10675,19
10676,22
10677,4
10678,8
10679,360
10680,47
10681,31
10682,17
10683,1
10684,15
10685,19
10686,42
10687,24
10688,8
10689,3
10690,2
10691,20
10692,2
10693,138
10694,6
10695,17
10696,13
10697,12
10698,10
10699,51
10700,25
10701,4
10702,15
10703,15
10704,22
10705,11
10706,39
10707,4
10708,17
10709,32
10710,71
10711,223
10712,18
10713,56
10714,37
10715,56
10716,44
10717,7
10718,107
10719,56
10720,48
10721,31
10722,24
10723,13
10724,21
10725,137
10726,83
10727,25
10728,27
10729,57
10730,54
10731,70
10732,30
10733,31
10734,45
10735,28
10736,73
10737,41
10738,16
10739,30
10740,42
10741,11
10742,35
10743,25
10744,45
10745,83
10746,45
10747,31
10748,19
10749,42
10750,31
10751,20
10752,25
10753,40
10754,34
10755,49
10756,22
10757,6
10758,33
10759,21
10760,45
10761,136
10762,169
10763,47
10764,13
10765,78
10766,28
10767,92
10768,13
10769,1
10770,6
10771,31
10772,16
10773,39
10774,10
10775,13
10776,18
10777,20
10778,23
10779,33
10780,56
10781,19
10782,23
10783,77
10784,13
10785,28
10786,9
10787,23
10788,14
10789,15
10790,28
10791,29
10792,47
10793,50
10794,35
10795,18
10796,37
10797,3
10798,1
10799,1
10800,5
10801,8
10802,22
10803,18
10804,97
10805,28
10806,13
10807,13
10808,30
10809,9
10810,33
10811,8
10812,22
10813,42
10814,9
10815,37
10816,22
10817,19
10818,10
10819,21
10820,24
10821,71
10822,10
10823,52
10824,44
10825,75
10826,73
10827,22
10828,35
10829,70
10831,51
10832,63
10833,105
10834,2
10835,8
10836,6
10837,32
10838,17
10839,17
10840,24
10841,26
10842,8
10843,76
10844,45
10845,58
10846,23
10847,13
10848,18
10849,20
10850,11
10851,29
10852,36
10854,3
10855,10
10856,40
10857,135
10858,69
10859,61
10860,45
10861,99
10863,79
10864,10
10865,16
10866,40
10867,67
10868,20
10869,24
10870,88
10871,48
10872,48
10873,40
10874,56
10875,44
10876,66
10877,68
10878,64
10879,63
10880,61
10881,36
10882,16
10883,27
10884,21
10885,41
10886,32
10887,18
10888,42
10889,36
10890,1
10891,50
10892,147
10893,24
10894,42
10895,62
10896,58
10897,26
10898,83
10899,82
10900,20
10901,27
10902,35
10903,29
10904,18
10905,205
10906,58
10907,71
10908,29
10909,87
10910,22
10911,1
10912,9
10913,16
10914,40
10915,13
10916,29
10917,41
10918,28
10919,21
10920,78
10921,43
10922,16
10923,40
10924,31
10925,78
10926,97
10927,16
10928,39
10929,19
10930,87
10931,47
10932,143
10933,35
10934,66
10935,6
10936,36
10937,98
10938,27
10939,46
10940,13
10941,20
10942,55
10943,15
10944,13
10945,24
10946,27
10947,23
10948,53
10949,29
10950,17
10951,25
10952,38
10953,6
10954,19
10955,28
10956,25
10957,72
10958,67
10959,4
10960,75
10961,13
10962,27
10963,37
10964,102
10965,20
10966,83
10967,87
10968,21
10969,26
10970,51
10971,24
10972,43
10973,58
10974,49
10975,24
10976,49
10977,3
10978,6
10979,43
10980,29
10981,73
10982,21
10983,138
10984,108
10985,117
10986,13
10987,8
10988,8
10989,4
10990,72
10991,20
10992,21
10993,49
10994,22
10995,28
10996,35
10997,26
10998,101
10999,19
11000,61
11001,61
11002,38
11003,35
11004,11
11005,112
11006,36
11007,33
11008,100
11009,47
11010,27
11011,32
11012,23
11013,46
11014,35
11015,40
11016,14
11017,36
11018,35
11019,9
11020,63
11021,26
11022,40
11023,44
11024,28
11025,37
11026,22
11027,38
11028,4
11029,11
11030,38
11031,53
11032,19
11033,24
11034,27
11035,16
11036,57
11037,21
11038,40
11039,15
11040,5
11041,13
11042,37
11043,24
11044,17
11045,93
11046,55
11047,100
11049,89
11050,1
11051,44
11053,71
11054,8
11055,45
11056,34
11057,47
11058,11
11059,254
11060,35
11061,42
11062,20
11063,2
11064,9
11065,7
11067,4
11068,47
11069,58
11070,77
11071,43
11072,31
11073,25
11074,102
11075,37
11076,88
11077,41
11078,48
11079,9
11080,53
11081,7
11082,65
11083,18
11084,48
11085,83
11086,15
11087,33
11088,39
11089,80
11090,42
11091,54
11092,45
11093,37
11094,70
11095,67
11096,58
11097,35
11098,29
11099,55
11100,33
11101,28
11102,16
11103,77
11104,28
11105,37
11106,16
11107,96
11108,32
11109,30
11110,38
11111,34
11112,16
11113,2
11114,48
11115,24
11116,49
11117,24
11118,134
11119,4
11120,27
11121,10
11122,39
11123,342
11124,17
11125,15
11126,10
11127,37
11128,39
11129,16
11130,17
11131,23
11132,5
11133,38
11134,85
11135,13
11136,24
11137,19
11138,31
11139,9
11140,68
11141,8
11142,4
11143,27
11144,36
11145,28
21518,47
23795,39
20288,78
20289,83
20290,24
28904,4
25635,57
27055,15
20294,142
22456,26
20296,67
25205,116
25333,16
28412,42
29155,80
23933,34
29764,24
29923,11
26535,14
24316,29
24053,45
22492,9
20308,41
28183,22
20310,38
27680,147
20312,50
25187,75
28118,50
22497,12
20316,27
26525,39
21334,118
20319,24
26300,73
21604,1
29353,117
29438,16
20325,15
26880,56
25142,17
27781,77
20329,30
21826,122
27013,31
26665,53
23126,52
27986,20
20335,107
24846,23
20337,66
20338,16
20339,29
20340,4
20341,19
20342,81
20343,2
20344,27
20345,2
20346,275
20347,14
20348,97
20349,28
20350,25
20351,32
20352,15
20353,46
20354,15
20355,11
20356,114
20357,163
20358,23
20359,7
20360,9
20361,5
20362,15
20363,35
20364,23
20365,114
20366,3
20367,5
20368,19
20369,502
20370,21
20371,34
20372,672
20373,9
20374,3
20375,18
20376,26
20377,20
20378,131
20379,48
20380,23
20381,34
20382,101
20383,28
20384,955
20385,24
20386,24
20387,94
20388,28
20389,50
20390,13
20391,124
20392,109
20393,91
20394,63
20395,15
20396,13
20397,38
20398,16
20399,39
20400,115
20401,39
20402,54
20403,69
20404,36
20405,45
20406,35
20407,72
20408,39
20409,18
20410,176
20411,38
20412,24
20413,42
20414,93
20415,61
20416,43
20417,31
20418,149
20419,197
20420,64
20421,22
20422,44
20423,32
20424,74
20425,28
20427,2
20428,66
20429,69
20430,19
20431,19
20432,47
20433,46
20434,1
20435,28
20436,5
20437,25
20438,31
20439,15
20440,29
20441,27
20442,10
20443,33
20445,42
20446,14
20447,32
20448,109
20449,53
20450,52
20451,34
20452,47
20453,27
20454,145
20455,60
20456,36
20457,67
20458,67
20459,62
20460,10
20461,58
20462,18
20463,55
20464,32
20465,14
20466,33
20467,44
20468,8
20469,79
20470,160
20471,21
20472,85
20473,106
20474,75
20475,21
20476,103
20477,84
20478,21
20479,13
20480,12
20482,35
20483,10
20484,1
20485,31
20486,26
20487,29
20490,129
20491,58
20492,34
20494,27
20495,29
20496,60
20497,31
20498,12
20499,24
20500,52
20501,7
20502,6
20503,128
20504,16
20505,2
20506,20
20507,74
20508,66
20509,37
20510,31
20511,46
20512,28
20513,13
20514,44
20515,42
20516,53
20517,61
20518,31
20519,34
20520,95
20521,26
20522,76
20523,38
20524,99
20525,84
20526,80
20527,3
20528,52
20529,73
20530,163
20531,129
20532,35
20533,23
20534,47
20535,7
20536,24
20537,99
20538,38
20539,31
20540,26
20541,15
20542,8
20543,7
20544,22
20545,37
20546,19
20547,39
20548,36
20549,39
20550,8
20551,18
20552,34
20553,57
20554,13
20555,29
20556,83
20557,22
20558,144
20559,40
20560,5
20561,15
20562,62
20563,160
20564,9
20565,25
20567,5
20568,13
20569,59
20571,12
20572,33
20573,10
20574,18
20575,21
20576,4
20577,47
20578,37
20579,4
20580,31
20581,7
20582,1
20583,39
20584,16
20585,9
20586,64
20587,108
20588,36
20590,2
20591,45
20592,48
20593,89
20594,49
20595,83
20596,74
20597,24
20598,66
20599,101
20600,23
20601,31
20602,9
20603,200
20604,109
20605,4
20606,9
20607,3
20608,35
20609,44
20610,95
20611,33
20612,26
20613,20
20614,33
20615,9
20616,70
20617,25
20618,78
20619,106
20620,79
20621,20
20622,29
20623,26
20624,70
20625,32
20626,74
20627,25
20628,15
20629,6
20630,12
20631,17
20632,71
20633,2
20634,2
20635,25
20636,81
20637,29
20638,41
20639,26
20640,25
20641,14
20642,29
20643,87
20644,42
20645,66
20646,27
20647,153
20648,45
20649,46
20650,42
20651,48
20652,31
20653,22
20654,18
20655,30
20656,73
20657,30
20658,34
20659,44
20660,42
20661,35
20662,72
20663,33
20664,97
20665,77
20666,46
20667,39
20668,41
20669,31
20670,61
20671,8
20672,37
20673,50
20674,58
20675,46
20676,37
20677,12
20678,3
20679,33
20680,31
20681,10
20682,10
20683,32
20684,32
20685,50
20686,56
20687,72
20688,43
20689,28
20690,19
20691,84
20692,48
20693,9
20694,6
20695,110
20696,39
20697,47
20698,15
20699,24
20700,19
20701,56
20702,22
20703,2
20704,43
20705,26
20706,26
20707,29
20709,55
20710,51
20711,50
20712,62
20713,36
20714,18
20715,85
20716,35
20717,21
20718,42
20719,54
20720,61
20721,25
20722,183
20723,31
20724,155
20725,49
20726,62
20727,14
20728,19
20729,75
20730,39
20731,15
20732,25
20733,12
20734,12
20735,15
20736,23
20737,25
20738,34
20739,13
20740,3
20741,42
20742,92
20743,11
20744,17
20745,27
20746,10
20747,31
20748,21
20749,43
20750,4
20751,28
20752,16
20753,7
20754,23
20755,46
20756,53
20757,6
20758,36
20759,6
20760,60
20761,77
20762,31
20763,56
20764,31
20765,41
20766,16
20767,39
20768,43
20769,79
20770,21
20771,76
20772,47
20773,39
20774,37
20775,61
20776,20
20777,54
20778,40
20779,35
20780,39
20781,32
20782,44
20783,73
20784,23
20785,37
20786,29
20787,37
20788,4
20789,27
20790,15
20791,33
20792,23
20793,15
20794,25
20795,43
20796,59
20797,59
20798,19
20799,60
20800,10
20801,23
20802,37
20804,204
20805,30
20806,8
20807,52
20808,2
20809,36
20810,18
20811,59
20812,45
20813,86
20814,7
20815,65
20816,30
20817,50
20819,82
20820,36
20821,20
20822,41
20823,48
20824,54
20825,59
20826,6
20827,85
20828,100
20829,25
20830,25
20831,77
20832,10
20833,80
20834,40
20835,9
20836,44
20837,12
20838,11
20839,86
20840,34
20841,36
20842,4
20843,74
20844,18
20845,15
20846,136
20847,82
20848,31
20849,441
20850,17
20851,654
20852,47
20853,41
20854,40
20855,49
20856,188
20857,62
20858,36
20859,116
20860,81
20861,54
20862,92
20863,37
20864,83
20865,18
20866,31
20867,54
20868,8
20869,56
20870,10
20871,103
20872,65
20873,49
20874,92
20875,51
20876,21
20877,4
20878,45
20879,10
20880,5
20881,4
20882,46
20883,25
20884,13
20885,118
20886,26
20887,48
20888,8
20889,3
20890,1
20891,35
20892,17
20893,47
20894,45
20895,57
20896,34
20897,20
20898,16
20899,98
20900,21
20901,17
20902,21
20903,161
20904,14
20905,34
20906,80
20907,203
20908,11
20909,20
20910,42
20911,68
20912,52
20913,124
20914,13
20915,21
20916,41
20917,13
20918,50
20919,57
20920,43
20921,80
20922,20
20923,9
20924,26
20925,132
20926,65
20927,24
20928,34
20929,146
20930,19
20931,32
20932,406
20933,56
20934,11
20935,61
20936,43
20937,61
20938,43
20939,50
20940,99
20941,60
20942,55
20943,92
20944,46
20945,36
20946,51
20947,102
20948,9
20949,2
20950,28
20951,28
20952,30
20953,15
20954,70
20955,1
20956,11
20957,15
20958,32
20959,13
20960,30
20961,75
20962,14
20963,25
20964,42
20965,67
20966,42
20968,77
20969,17
20970,16
20971,13
20972,59
20973,33
20974,9
20975,68
20977,33
20978,36
20979,17
20980,43
20981,32
20982,64
20983,51
20984,93
20985,2
20986,26
20987,107
20988,109
20989,93
20990,4
20991,41
20992,61
20993,38
20994,55
20995,63
20996,3
20997,150
20998,73
20999,11
21000,396
21001,953
21002,11
21003,537
21004,2
21005,55
21006,5
21007,20
21008,46
21009,42
21011,23
21012,31
21014,17
21015,57
21016,3
21017,86
21018,33
21019,165
21020,14
21021,267
21022,133
21023,36
21024,21
21025,16
21026,153
21027,88
21028,15
21029,65
21030,8
21031,12
21032,32
21033,115
21034,80
21035,56
21036,18
21037,42
21038,58
21039,20
21040,41
21041,98
21042,148
21043,218
21044,25
21045,116
21046,34
21047,41
21048,20
21049,126
21050,27
21051,64
21052,12
21053,28
21054,24
21055,36
21056,79
21057,25
21058,38
21059,54
21060,23
21061,16
21062,42
21063,20
21064,21
21065,108
21066,11
21067,59
21068,26
21069,29
21070,122
21071,106
21072,92
21073,26
21074,104
21075,9
21076,51
21077,6
21078,14
21079,3
21080,58
21081,19
21082,18
21083,48
21084,50
21085,16
21086,125
21087,47
21088,60
21089,8
21090,8
21091,16
21092,23
21093,40
21094,46
21095,9
21096,2
21097,61
21098,66
21099,52
21100,39
21101,90
21102,36
21103,31
21104,35
21105,59
21106,83
21107,64
21108,68
21109,130
21110,31
21111,158
21112,8
21113,54
21114,36
21115,49
21116,45
21117,63
21118,41
21119,17
21120,48
21121,26
21122,63
21123,46
21124,82
21125,52
21126,63
21127,63
21128,19
21129,47
21130,44
21131,13
21132,53
21133,24
21134,29
21135,128
21136,95
21137,70
21138,20
21139,153
21140,48
21141,25
21142,16
21143,4
21144,76
21145,12
21146,9
21147,119
21148,37
21149,101
21150,97
21151,92
21152,31
21153,60
21154,37
21155,3
21156,53
21157,79
21158,22
21159,45
21160,15
21161,30
21162,23
21163,14
21164,28
21165,85
21166,38
21167,290
21168,14
21169,36
21170,30
21171,35
21172,135
21173,32
21174,31
21175,10
21176,17
21177,40
21178,26
21179,68
21180,28
21181,16
21182,29
21183,31
21184,63
21185,35
21186,65
21187,31
21188,47
21189,25
21190,33
21191,57
21192,51
21193,10
21194,26
21195,34
21196,37
21197,43
21198,101
21199,31
21200,41
21201,100
21202,18
21203,53
21204,8
21205,40
21206,3
21207,32
21208,9
21209,40
21210,16
21211,35
21212,11
21213,43
21214,77
21215,54
21216,71
21217,48
21218,73
21219,41
21220,126
21221,223
21222,81
21223,32
21224,19
21225,82
21226,11
21227,67
21228,74
21229,54
21230,79
21231,69
21232,86
21233,95
21234,67
21235,9
21236,37
21237,61
21238,1
21239,35
21240,7
21241,41
21242,2
21243,139
21244,78
21245,3
21246,64
21247,9
21248,120
21249,4
21250,10
21251,135
21252,5
21253,52
21254,27
21255,38
21256,15
21257,77
21258,27
21259,52
21260,40
21261,55
21262,111
21263,34
21264,42
21265,82
21266,12
21267,49
21268,23
21269,75
21270,102
21271,29
21272,77
21273,180
21274,48
21275,21
21276,34
21277,59
21278,80
21279,22
21280,1
21281,20
21282,66
21283,197
